#Code  ; Glyph                               ; Prio # Source
0x3234 ; ideographicnameparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH NAME
0x3235 ; ideographicspecialparen             ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH SPECIAL
0x3236 ; ideographicfinancialparen           ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH FINANCIAL
0x3237 ; ideographiccongratulationparen      ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH CONGRATULATION
0x3238 ; ideographiclaborparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH LABOR
0x3239 ; ideographicrepresentparen           ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH REPRESENT
0x323A ; ideographiccallparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH CALL
0x323B ; ideographicstudyparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH STUDY
0x323C ; ideographicsuperviseparen           ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH SUPERVISE
0x323D ; ideographicenterpriseparen          ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH ENTERPRISE
0x323E ; ideographicresourceparen            ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH RESOURCE
0x323F ; ideographicallianceparen            ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH ALLIANCE
0x3240 ; ideographicfestivalparen            ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH FESTIVAL
0x3242 ; ideographicselfparen                ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH SELF
0x3243 ; ideographicreachparen               ; 0    # Adobe Glyph List (Sept/02) # PARENTHESIZED IDEOGRAPH REACH
0x3260 ; kiyeokcirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL KIYEOK
0x3261 ; nieuncirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL NIEUN
0x3262 ; tikeutcirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL TIKEUT
0x3263 ; rieulcirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL RIEUL
0x3264 ; mieumcirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL MIEUM
0x3265 ; pieupcirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL PIEUP
0x3266 ; sioscirclekorean                    ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL SIOS
0x3267 ; ieungcirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL IEUNG
0x3268 ; cieuccirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL CIEUC
0x3269 ; chieuchcirclekorean                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL CHIEUCH
0x326A ; khieukhcirclekorean                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL KHIEUKH
0x326B ; thieuthcirclekorean                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL THIEUTH
0x326C ; phieuphcirclekorean                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL PHIEUPH
0x326D ; hieuhcirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL HIEUH
0x326E ; kiyeokacirclekorean                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL KIYEOK A
0x326F ; nieunacirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL NIEUN A
0x3270 ; tikeutacirclekorean                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL TIKEUT A
0x3271 ; rieulacirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL RIEUL A
0x3272 ; mieumacirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL MIEUM A
0x3273 ; pieupacirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL PIEUP A
0x3274 ; siosacirclekorean                   ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL SIOS A
0x3275 ; ieungacirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL IEUNG A
0x3276 ; cieucacirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL CIEUC A
0x3277 ; chieuchacirclekorean                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL CHIEUCH A
0x3278 ; khieukhacirclekorean                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL KHIEUKH A
0x3279 ; thieuthacirclekorean                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL THIEUTH A
0x327A ; phieuphacirclekorean                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL PHIEUPH A
0x327B ; hieuhacirclekorean                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED HANGUL HIEUH A
0x327F ; koreanstandardsymbol                ; 0    # Adobe Glyph List (Sept/02) # KOREAN STANDARD SYMBOL
0x328A ; ideographmooncircle                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH MOON
0x328B ; ideographfirecircle                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH FIRE
0x328C ; ideographwatercircle                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH WATER
0x328D ; ideographwoodcircle                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH WOOD
0x328E ; ideographmetalcircle                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH METAL
0x328F ; ideographearthcircle                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH EARTH
0x3290 ; ideographsuncircle                  ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH SUN
0x3294 ; ideographnamecircle                 ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH NAME
0x3296 ; ideographicfinancialcircle          ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH FINANCIAL
0x3298 ; ideographiclaborcircle              ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH LABOR
0x3299 ; ideographicsecretcircle             ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH SECRET
0x329D ; ideographicexcellentcircle          ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH EXCELLENT
0x329E ; ideographicprintcircle              ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH PRINT
0x32A3 ; ideographiccorrectcircle            ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH CORRECT
0x32A4 ; ideographichighcircle               ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH HIGH
0x32A5 ; ideographiccentrecircle             ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH CENTRE
0x32A6 ; ideographiclowcircle                ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH LOW
0x32A7 ; ideographicleftcircle               ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH LEFT
0x32A8 ; ideographicrightcircle              ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH RIGHT
0x32A9 ; ideographicmedicinecircle           ; 0    # Adobe Glyph List (Sept/02) # CIRCLED IDEOGRAPH MEDICINE
0x3300 ; apaatosquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE APAATO
0x3303 ; aarusquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE AARU
0x3305 ; intisquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE INTI
0x330D ; karoriisquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE KARORII
0x3314 ; kirosquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE KIRO
0x3315 ; kiroguramusquare                    ; 0    # Adobe Glyph List (Sept/02) # SQUARE KIROGURAMU
0x3316 ; kiromeetorusquare                   ; 0    # Adobe Glyph List (Sept/02) # SQUARE KIROMEETORU
0x3318 ; guramusquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE GURAMU
0x331E ; kooposquare                         ; 0    # Adobe Glyph List (Sept/02) # SQUARE KOOPO
0x3322 ; sentisquare                         ; 0    # Adobe Glyph List (Sept/02) # SQUARE SENTI
0x3323 ; sentosquare                         ; 0    # Adobe Glyph List (Sept/02) # SQUARE SENTO
0x3326 ; dorusquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE DORU
0x3327 ; tonsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE TON
0x332A ; haitusquare                         ; 0    # Adobe Glyph List (Sept/02) # SQUARE HAITU
0x332B ; paasentosquare                      ; 0    # Adobe Glyph List (Sept/02) # SQUARE PAASENTO
0x3331 ; birusquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE BIRU
0x3333 ; huiitosquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE HUIITO
0x3336 ; hekutaarusquare                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE HEKUTAARU
0x3339 ; herutusquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE HERUTU
0x333B ; peezisquare                         ; 0    # Adobe Glyph List (Sept/02) # SQUARE PEEZI
0x3342 ; hoonsquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE HOON
0x3347 ; mansyonsquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE MANSYON
0x3349 ; mirisquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE MIRI
0x334A ; miribaarusquare                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE MIRIBAARU
0x334D ; meetorusquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE MEETORU
0x334E ; yaadosquare                         ; 0    # Adobe Glyph List (Sept/02) # SQUARE YAADO
0x3351 ; rittorusquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE RITTORU
0x3357 ; wattosquare                         ; 0    # Adobe Glyph List (Sept/02) # SQUARE WATTO
0x337B ; heiseierasquare                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE ERA NAME HEISEI
0x337C ; syouwaerasquare                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE ERA NAME SYOUWA
0x337D ; taisyouerasquare                    ; 0    # Adobe Glyph List (Sept/02) # SQUARE ERA NAME TAISYOU
0x337E ; meizierasquare                      ; 0    # Adobe Glyph List (Sept/02) # SQUARE ERA NAME MEIZI
0x337F ; corporationsquare                   ; 0    # Adobe Glyph List (Sept/02) # SQUARE CORPORATION
0x3380 ; paampssquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE PA AMPS
0x3381 ; nasquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE NA
0x3382 ; muasquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU A
0x3383 ; masquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MA
0x3384 ; kasquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KA
0x3385 ; KBsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KB
0x3386 ; MBsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MB
0x3387 ; GBsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE GB
0x3388 ; calsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE CAL
0x3389 ; kcalsquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE KCAL
0x338A ; pfsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE PF
0x338B ; nfsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE NF
0x338C ; mufsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU F
0x338D ; mugsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU G
0x338E ; squaremg                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MG
0x338F ; squarekg                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KG
0x3390 ; Hzsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE HZ
0x3391 ; khzsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE KHZ
0x3392 ; mhzsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MHZ
0x3393 ; ghzsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE GHZ
0x3394 ; thzsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE THZ
0x3395 ; mulsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU L
0x3396 ; mlsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE ML
0x3397 ; dlsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE DL
0x3398 ; klsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KL
0x3399 ; fmsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE FM
0x339A ; nmsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE NM
0x339B ; mumsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU M
0x339C ; squaremm                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MM
0x339D ; squarecm                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE CM
0x339E ; squarekm                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KM
0x339F ; mmsquaredsquare                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE MM SQUARED
0x33A0 ; cmsquaredsquare                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE CM SQUARED
0x33A1 ; squaremsquared                      ; 0    # Adobe Glyph List (Sept/02) # SQUARE M SQUARED
0x33A2 ; kmsquaredsquare                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE KM SQUARED
0x33A3 ; mmcubedsquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE MM CUBED
0x33A4 ; cmcubedsquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE CM CUBED
0x33A5 ; mcubedsquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE M CUBED
0x33A6 ; kmcubedsquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE KM CUBED
0x33A7 ; moverssquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE M OVER S
0x33A8 ; moverssquaredsquare                 ; 0    # Adobe Glyph List (Sept/02) # SQUARE M OVER S SQUARED
0x33A9 ; pasquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE PA
0x33AA ; kpasquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE KPA
0x33AB ; mpasquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MPA
0x33AC ; gpasquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE GPA
0x33AD ; radsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE RAD
0x33AE ; radoverssquare                      ; 0    # Adobe Glyph List (Sept/02) # SQUARE RAD OVER S
0x33AF ; radoverssquaredsquare               ; 0    # Adobe Glyph List (Sept/02) # SQUARE RAD OVER S SQUARED
0x33B0 ; pssquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE PS
0x33B1 ; nssquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE NS
0x33B2 ; mussquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU S
0x33B3 ; mssquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MS
0x33B4 ; pvsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE PV
0x33B5 ; nvsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE NV
0x33B6 ; muvsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU V
0x33B7 ; mvsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MV
0x33B8 ; kvsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KV
0x33B9 ; mvmegasquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE MV MEGA
0x33BA ; pwsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE PW
0x33BB ; nwsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE NW
0x33BC ; muwsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MU W
0x33BD ; mwsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MW
0x33BE ; kwsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KW
0x33BF ; mwmegasquare                        ; 0    # Adobe Glyph List (Sept/02) # SQUARE MW MEGA
0x33C0 ; kohmsquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE K OHM
0x33C1 ; mohmsquare                          ; 0    # Adobe Glyph List (Sept/02) # SQUARE M OHM
0x33C2 ; amsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE AM
0x33C3 ; bqsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE BQ
0x33C4 ; squarecc                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE CC
0x33C5 ; cdsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE CD
0x33C6 ; coverkgsquare                       ; 0    # Adobe Glyph List (Sept/02) # SQUARE C OVER KG
0x33C7 ; cosquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE CO
0x33C8 ; dbsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE DB
0x33C9 ; gysquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE GY
0x33CA ; hasquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE HA
0x33CB ; HPsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE HP
0x33CD ; KKsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KK
0x33CE ; squarekmcapital                     ; 0    # Adobe Glyph List (Sept/02) # SQUARE KM CAPITAL
0x33CF ; ktsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE KT
0x33D0 ; lmsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE LM
0x33D1 ; squareln                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE LN
0x33D2 ; squarelog                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE LOG
0x33D3 ; lxsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE LX
0x33D4 ; mbsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE MB SMALL
0x33D5 ; squaremil                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MIL
0x33D6 ; molsquare                           ; 0    # Adobe Glyph List (Sept/02) # SQUARE MOL
0x33D8 ; pmsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE PM
0x33DB ; srsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE SR
0x33DC ; svsquare                            ; 0    # Adobe Glyph List (Sept/02) # SQUARE SV
